Lot_ID,Wafer_ID,Probe_Count,Unit_Number,X,Y,Head Number,Site Number,Die Pass/Fail,Hard Bin No,Hard Bin Name,HardBinPassFail,Soft Bin No,Soft Bin Name,Soft Bin Pass/Fail,Tests Executed,Test Time (ms),[200][continuity_load:continuity_load@ANT_CNTL0_O[1]] [mV] [N/A][N/A][-900][-100]
N1PG81,8,M,761,18,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-399.431
N1PG81,8,M,762,19,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-400.128
N1PG81,8,M,763,20,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.586
N1PG81,8,M,764,21,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-400.36
N1PG81,8,M,765,22,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1483,-400.515
N1PG81,8,M,766,23,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1482,-401.212
N1PG81,8,M,767,24,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1479,-398.966
N1PG81,8,M,768,25,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1483,-398.579
N1PG81,8,M,769,26,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1484,-399.199
N1PG81,8,M,770,27,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1482,-400.128
N1PG81,8,M,771,28,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1482,-400.128
N1PG81,8,M,772,29,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1492,-401.677
N1PG81,8,M,773,30,33,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1494,-401.057
N1PG81,8,M,775,29,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-401.445
N1PG81,8,M,776,28,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-400.67
N1PG81,8,M,777,27,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-400.205
N1PG81,8,M,778,26,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-400.36
N1PG81,8,M,779,25,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-399.586
N1PG81,8,M,780,24,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.663
N1PG81,8,M,781,23,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-401.522
N1PG81,8,M,782,22,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-401.367
N1PG81,8,M,783,21,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-401.367
N1PG81,8,M,784,20,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-400.593
N1PG81,8,M,785,19,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-399.586
N1PG81,8,M,786,18,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-399.818
N1PG81,8,M,787,17,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-399.586
N1PG81,8,M,788,16,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-400.205
N1PG81,8,M,789,15,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-399.663
N1PG81,8,M,790,14,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-400.67
N1PG81,8,M,791,13,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-400.515
N1PG81,8,M,792,12,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-400.438
N1PG81,8,M,793,11,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-401.135
N1PG81,8,M,794,10,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-401.057
N1PG81,8,M,795,9,32,1,1,Pass,1,Good,Pass,1,Good,Pass,276,2408,-400.748
N1PG81,8,M,796,8,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-401.599
N1PG81,8,M,797,7,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-401.522
N1PG81,8,M,798,6,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-400.98
N1PG81,8,M,799,5,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-400.825
N1PG81,8,M,800,4,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-400.205
N1PG81,8,M,801,3,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1491,-400.128
N1PG81,8,M,802,2,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-400.205
N1PG81,8,M,804,0,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1484,-399.199
N1PG81,8,M,805,-1,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1474,-399.741
N1PG81,8,M,806,-2,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1464,-398.811
N1PG81,8,M,807,-3,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1471,-390.835
N1PG81,8,M,808,-4,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1473,-397.882
N1PG81,8,M,809,-5,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1471,-397.65
N1PG81,8,M,810,-6,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1470,-396.488
N1PG81,8,M,811,-7,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1473,-397.262
N1PG81,8,M,812,-8,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1470,-397.108
N1PG81,8,M,813,-9,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1468,-397.495
N1PG81,8,M,814,-10,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-398.037
N1PG81,8,M,815,-11,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1471,-396.798
N1PG81,8,M,817,-13,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-395.791
N1PG81,8,M,818,-14,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-396.178
N1PG81,8,M,820,-16,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1484,-396.953
N1PG81,8,M,821,-17,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-396.875
N1PG81,8,M,822,-18,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-397.262
N1PG81,8,M,823,-19,32,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-393.933
N1PG81,8,M,824,-19,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-394.397
N1PG81,8,M,825,-18,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-397.65
N1PG81,8,M,826,-17,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-396.488
N1PG81,8,M,827,-16,31,1,1,Pass,1,Good,Pass,1,Good,Pass,276,2405,-396.488
N1PG81,8,M,828,-15,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-396.721
N1PG81,8,M,829,-14,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-396.798
N1PG81,8,M,830,-13,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-396.101
N1PG81,8,M,831,-12,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-397.185
N1PG81,8,M,832,-11,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-397.34
N1PG81,8,M,833,-10,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-398.192
N1PG81,8,M,834,-9,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-397.417
N1PG81,8,M,835,-8,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-396.721
N1PG81,8,M,836,-7,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-396.411
N1PG81,8,M,837,-6,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-397.65
N1PG81,8,M,838,-5,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-397.727
N1PG81,8,M,839,-4,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-399.044
N1PG81,8,M,840,-3,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-398.579
N1PG81,8,M,841,-2,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-399.818
N1PG81,8,M,842,-1,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-399.818
N1PG81,8,M,843,0,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-399.586
N1PG81,8,M,844,1,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.741
N1PG81,8,M,845,2,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-400.36
N1PG81,8,M,846,3,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-400.515
N1PG81,8,M,847,4,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-401.212
N1PG81,8,M,848,5,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-400.515
N1PG81,8,M,849,6,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-401.677
N1PG81,8,M,851,8,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1484,-401.212
N1PG81,8,M,852,9,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-400.67
N1PG81,8,M,853,10,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-400.98
N1PG81,8,M,854,11,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-401.677
N1PG81,8,M,855,12,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-400.67
N1PG81,8,M,856,13,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-400.438
N1PG81,8,M,857,14,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-400.283
N1PG81,8,M,858,15,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-399.663
N1PG81,8,M,859,16,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-399.509
N1PG81,8,M,860,17,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.818
N1PG81,8,M,861,18,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.973
N1PG81,8,M,862,19,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-399.663
N1PG81,8,M,863,20,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.973
N1PG81,8,M,864,21,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-400.36
N1PG81,8,M,865,22,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-402.528
N1PG81,8,M,867,24,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-400.05
N1PG81,8,M,868,25,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.276
N1PG81,8,M,869,26,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-400.051
N1PG81,8,M,870,27,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.741
N1PG81,8,M,871,28,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-400.67
N1PG81,8,M,872,29,31,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-400.67
N1PG81,8,M,876,30,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-402.761
N1PG81,8,M,877,29,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-401.677
N1PG81,8,M,878,28,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.818
N1PG81,8,M,879,27,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-400.438
N1PG81,8,M,880,26,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-398.889
N1PG81,8,M,881,25,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-398.657
N1PG81,8,M,882,24,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-398.811
N1PG81,8,M,883,23,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-400.283
N1PG81,8,M,884,22,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-400.515
N1PG81,8,M,885,21,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-400.825
N1PG81,8,M,886,20,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-400.205
N1PG81,8,M,887,19,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-399.431
N1PG81,8,M,888,18,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-399.896
N1PG81,8,M,889,17,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1492,-399.121
N1PG81,8,M,890,16,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.431
N1PG81,8,M,891,15,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.354
N1PG81,8,M,892,14,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.044
N1PG81,8,M,893,13,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-400.36
N1PG81,8,M,894,12,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-401.135
N1PG81,8,M,895,11,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-401.367
N1PG81,8,M,896,10,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-401.522
N1PG81,8,M,897,9,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-400.36
N1PG81,8,M,898,8,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-401.289
N1PG81,8,M,899,7,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-402.219
N1PG81,8,M,900,6,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1492,-401.29
N1PG81,8,M,901,5,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1492,-400.825
N1PG81,8,M,902,4,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1493,-400.128
N1PG81,8,M,903,3,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-400.593
N1PG81,8,M,905,1,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1557,-400.902
N1PG81,8,M,906,0,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-399.973
N1PG81,8,M,907,-1,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1483,-399.431
N1PG81,8,M,908,-2,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-398.811
N1PG81,8,M,909,-3,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-398.27
N1PG81,8,M,910,-4,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-398.889
N1PG81,8,M,911,-5,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-397.96
N1PG81,8,M,912,-6,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-396.875
N1PG81,8,M,913,-7,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-396.953
N1PG81,8,M,914,-8,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-397.03
N1PG81,8,M,915,-9,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-397.727
N1PG81,8,M,918,-12,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-396.798
N1PG81,8,M,919,-13,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1484,-397.185
N1PG81,8,M,920,-14,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-396.643
N1PG81,8,M,921,-15,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1484,-396.643
N1PG81,8,M,922,-16,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-396.798
N1PG81,8,M,923,-17,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-397.34
N1PG81,8,M,924,-18,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-396.875
N1PG81,8,M,925,-19,30,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-394.862
N1PG81,8,M,926,-19,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-395.017
N1PG81,8,M,927,-18,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-397.882
N1PG81,8,M,928,-17,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-397.34
N1PG81,8,M,929,-16,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-396.411
N1PG81,8,M,930,-15,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-396.178
N1PG81,8,M,931,-14,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-396.488
N1PG81,8,M,933,-12,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-397.185
N1PG81,8,M,934,-11,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1475,-396.953
N1PG81,8,M,935,-10,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1463,-396.643
N1PG81,8,M,937,-8,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-397.185
N1PG81,8,M,938,-7,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-396.411
N1PG81,8,M,940,-5,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-397.96
N1PG81,8,M,941,-4,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-398.269
N1PG81,8,M,942,-3,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-397.96
N1PG81,8,M,943,-2,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-399.431
N1PG81,8,M,944,-1,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.044
N1PG81,8,M,945,0,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-399.508
N1PG81,8,M,946,1,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-398.889
N1PG81,8,M,947,2,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-399.896
N1PG81,8,M,948,3,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-400.67
N1PG81,8,M,949,4,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-400.748
N1PG81,8,M,950,5,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-400.515
N1PG81,8,M,951,6,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-400.438
N1PG81,8,M,952,7,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-400.98
N1PG81,8,M,953,8,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-400.283
N1PG81,8,M,954,9,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-400.283
N1PG81,8,M,955,10,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-400.593
N1PG81,8,M,956,11,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-400.593
N1PG81,8,M,957,12,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-399.663
N1PG81,8,M,958,13,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-398.657
N1PG81,8,M,959,14,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1492,-398.811
N1PG81,8,M,960,15,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-397.805
N1PG81,8,M,962,17,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-398.502
N1PG81,8,M,963,18,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-398.734
N1PG81,8,M,964,19,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-399.121
N1PG81,8,M,965,20,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-399.199
N1PG81,8,M,966,21,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-399.276
N1PG81,8,M,967,22,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-399.509
N1PG81,8,M,968,23,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-398.966
N1PG81,8,M,969,24,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-397.96
N1PG81,8,M,970,25,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.121
N1PG81,8,M,971,26,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-399.276
N1PG81,8,M,972,27,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-400.128
N1PG81,8,M,973,28,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.973
N1PG81,8,M,974,29,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-401.909
N1PG81,8,M,975,30,29,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-402.296
N1PG81,8,M,980,28,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-400.67
N1PG81,8,M,981,27,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-400.283
N1PG81,8,M,982,26,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-399.663
N1PG81,8,M,983,25,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-399.586
N1PG81,8,M,984,24,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-399.509
N1PG81,8,M,985,23,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1487,-399.741
N1PG81,8,M,987,21,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-399.354
N1PG81,8,M,988,20,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-399.509
N1PG81,8,M,989,19,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1467,-400.903
N1PG81,8,M,990,18,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1467,-399.509
N1PG81,8,M,991,17,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1474,-398.657
N1PG81,8,M,992,16,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1472,-397.96
N1PG81,8,M,993,15,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1472,-398.192
N1PG81,8,M,994,14,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-398.657
N1PG81,8,M,995,13,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1471,-399.199
N1PG81,8,M,996,12,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1468,-398.967
N1PG81,8,M,997,11,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-400.128
N1PG81,8,M,998,10,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1475,-399.431
N1PG81,8,M,999,9,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1470,-400.825
N1PG81,8,M,1000,8,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-400.283
N1PG81,8,M,1001,7,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1473,-401.057
N1PG81,8,M,1002,6,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1472,-400.36
N1PG81,8,M,1003,5,28,1,1,Pass,1,Good,Pass,1,Good,Pass,276,2390,-400.748
N1PG81,8,M,1004,4,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1461,-400.98
N1PG81,8,M,1005,3,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1470,-400.825
N1PG81,8,M,1006,2,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1474,-399.973
N1PG81,8,M,1007,1,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1474,-399.509
N1PG81,8,M,1009,-1,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1484,-400.36
N1PG81,8,M,1010,-2,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1491,-399.431
N1PG81,8,M,1011,-3,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-399.199
N1PG81,8,M,1012,-4,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-398.424
N1PG81,8,M,1014,-6,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-397.03
N1PG81,8,M,1015,-7,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-397.417
N1PG81,8,M,1016,-8,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-396.72
N1PG81,8,M,1017,-9,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-398.502
N1PG81,8,M,1018,-10,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-397.882
N1PG81,8,M,1019,-11,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-397.108
N1PG81,8,M,1020,-12,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-396.798
N1PG81,8,M,1021,-13,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1491,-396.875
N1PG81,8,M,1022,-14,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1490,-396.023
N1PG81,8,M,1023,-15,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-395.946
N1PG81,8,M,1024,-16,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-396.101
N1PG81,8,M,1025,-17,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-397.185
N1PG81,8,M,1026,-18,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-398.269
N1PG81,8,M,1027,-19,28,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1489,-394.939
N1PG81,8,M,1029,-20,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1486,-390.912
N1PG81,8,M,1031,-18,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1468,-397.262
N1PG81,8,M,1032,-17,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1463,-397.108
N1PG81,8,M,1033,-16,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1474,-395.791
N1PG81,8,M,1034,-15,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-395.946
N1PG81,8,M,1035,-14,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1472,-395.637
N1PG81,8,M,1036,-13,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1470,-396.72
N1PG81,8,M,1037,-12,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-396.798
N1PG81,8,M,1038,-11,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1473,-398.037
N1PG81,8,M,1039,-10,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1469,-397.65
N1PG81,8,M,1040,-9,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1475,-398.115
N1PG81,8,M,1041,-8,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-396.256
N1PG81,8,M,1042,-7,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1471,-397.262
N1PG81,8,M,1043,-6,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-397.65
N1PG81,8,M,1044,-5,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1472,-398.579
N1PG81,8,M,1045,-4,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1466,-399.121
N1PG81,8,M,1047,-2,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-398.811
N1PG81,8,M,1048,-1,27,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1474,-399.741
